Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
2.35,182.612,63.3993,-38.1877,15.708,-0.222346,-1.30408,1.75135,0.187307,2.91154,559.646,9327.89,14197.8,568.948,3242.97,516.634
2.375,184.956,63.4619,-32.058,15.708,-0.175559,-1.90598,1.63631,0.0437069,4.27931,479.728,10155,18714.8,580.942,3496.84,984.503
2.4,186.989,63.2782,-24.3866,15.708,-0.128371,-2.39976,1.41897,-0.128278,5.35565,109.931,8706.88,24757.4,583.69,3714.51,1603.44
2.425,188.596,62.8494,-15.7125,15.708,-0.0808917,-2.75742,1.12212,-0.299378,6.05567,-586.116,4135.13,30928.8,569.037,3817.89,2376.66
2.45,189.703,62.2166,-6.62412,15.708,-0.0332275,-2.95868,0.77274,-0.441762,6.34489,-1536.43,-3490.51,35452.7,530.626,3730.63,3262.97
2.475,190.27,61.4499,2.31065,15.708,0.0145123,-2.99211,0.395985,-0.535237,6.23764,-2569.66,-13052.8,36784.8,466.385,3404.31,4182.59
2.5,190.288,60.6322,10.5913,15.708,0.0622191,-2.85581,0.0121614,-0.57087,5.78099,-3465.18,-22653.2,34237.1,379.755,2837.98,5038.52
2.525,189.768,59.8416,17.8038,15.708,0.109784,-2.55753,-0.363085,-0.551947,5.03524,-4031.12,-30234.1,28357.4,278.977,2082.13,5747.46
2.55,188.741,59.1358,23.6204,15.708,0.157099,-2.11417,-0.716713,-0.492731,4.06079,-4182.26,-34358.4,20867,174.421,1223.17,6269.13
2.575,187.257,58.5406,27.7943,15.708,0.204055,-1.5509,-1.03578,-0.415535,2.9139,-3985.91,-34846.2,14117.6,74.7731,352.012,6622.07
2.6,185.387,58.0444,30.1574,15.708,0.250547,-0.899649,-1.30566,-0.346434,1.64981,-3652.84,-32993.7,10225.2,-16.548,-472.831,6877.7
2.625,183.224,57.6003,30.6286,15.708,0.296467,-0.19737,-1.50981,-0.310054,0.328964,-3470.57,-31239.2,10185.8,-103.312,-1253.81,7132.35
2.65,180.887,57.136,29.2279,15.708,0.341712,0.516104,-1.6318,-0.324143,-0.977889,-3698.4,-32342.5,13311.7,-195.772,-2062.37,7465.14
2.675,178.511,56.5699,26.0909,15.708,0.386178,1.2003,-1.65911,-0.395162,-2.19007,-4459.31,-38335.2,17235.5,-307.255,-3020.75,7896.02
2.7,176.237,55.8303,21.4713,15.708,0.429764,1.81642,-1.58753,-0.516347,-3.22508,-5668.56,-49601.2,18548.6,-448.969,-4260.78,8359.74
2.725,174.198,54.8717,15.7236,15.708,0.47237,2.3295,-1.42351,-0.669227,-4.01263,-7030.13,-64445.8,13922,-624.722,-5871.93,8707.79
2.75,172.503,53.6852,9.26578,15.708,0.513899,2.71045,-1.18323,-0.828316,-4.50842,-8112.47,-79386.9,1361.61,-827.534,-7856.6,8741.83
2.775,171.23,52.2995,2.53261,15.708,0.554257,2.93765,-0.888483,-0.967435,-4.70064,-8487,-90170.8,-18864,-1039.71,-10110.9,8270.23
2.8,170.425,50.7731,-4.06555,15.708,0.593352,2.99822,-0.561877,-1.06562,-4.60638,-7884.73,-93228.9,-44044.3,-1236.83,-12441.6,7169.12
2.825,170.105,49.1815,-10.1698,15.708,0.631095,2.88872,-0.223298,-1.11115,-4.26159,-6309.74,-87049.3,-69791.2,-1394.57,-14617.8,5424.34
2.85,170.265,47.6013,-15.4842,15.708,0.667399,2.61536,0.111359,-1.10316,-3.71014,-4055.26,-72873.6,-91569.4,-1495.95,-16439.7,3135.11
2.875,170.88,46.0957,-19.7766,15.708,0.702181,2.19365,0.429651,-1.05112,-2.99669,-1601.63,-54326.4,-106448,-1535.99,-17797.8,473.917
2.9,171.913,44.7027,-22.8766,15.708,0.735364,1.64752,0.721095,-0.972485,-2.16419,575.328,-35994.9,-114342,-1521.61,-18697.7,-2384.64
2.925,173.311,43.4289,-24.6741,15.708,0.76687,1.00793,0.975595,-0.889297,-1.25487,2213.52,-21446.7,-118153,-1466.27,-19233.9,-5338.47
2.95,175.004,42.2488,-25.1219,15.708,0.796628,0.311166,1.18246,-0.823901,-0.312642,3403.57,-11469.9,-122599,-1381.18,-19520.6,-8403.45
2.975,176.91,41.1107,-24.2405,15.708,0.82457,-0.403246,1.33056,-0.794553,0.615309,4589.86,-3310.16,-132091,-1266.44,-19603.4,-11705.7
3,178.93,39.9482,-22.1221,15.708,0.850633,-1.09479,1.40976,-0.811549,1.47899,6414.51,8639.13,-148396,-1106.07,-19387.4,-15415.6
3.025,180.954,38.6951,-18.9292,15.708,0.874758,-1.72422,1.41345,-0.874842,2.22902,9444.35,30753.7,-169038,-869.965,-18618.5,-19641.6
3.05,182.875,37.3,-14.8867,15.708,0.896888,-2.25586,1.34108,-0.973959,2.82219,13872.6,67310.7,-187217,-523.151,-16935.8,-24322
3.075,184.593,35.738,-10.264,15.708,0.916974,-2.65954,1.19941,-1.09048,3.22729,19313.4,117865,-193598,-40.3164,-13989.2,-29161.9
3.1,186.028,34.0155,-5.35258,15.708,0.93497,-2.91236,1.00179,-1.2025,3.4288,24796.2,176018,-179627,579.59,-9588.7,-33652.6
3.125,187.125,32.1682,-0.443811,15.708,0.950835,-2.99998,0.76571,-1.28967,3.42697,29007.8,230426,-141336,1304.79,-3828.04,-37186
3.15,187.855,30.2524,4.18984,15.708,0.964533,-2.91744,0.509598,-1.33752,3.2349,30736.4,268130,-82113.7,2073.19,2875.21,-39238.9
3.175,188.213,28.333,8.30707,15.708,0.976032,-2.6694,0.250233,-1.33993,2.87437,29373.1,279304,-13042.7,2807.52,9857.82,-39564.9
3.2,188.215,26.4716,11.705,15.708,0.985307,-2.26996,0.00124135,-1.29952,2.3722,25270.4,261702,49839.8,3439.28,16400.4,-38318.9
3.225,187.89,24.715,14.2236,15.708,0.992336,-1.74175,-0.227211,-1.22633,1.75832,19782.4,222901,90787.9,3933.84,21972.9,-36049.2
3.25,187.277,23.0889,15.7491,15.708,0.997103,-1.11475,-0.427883,-1.13527,1.06502,14918.9,179078,100374,4306.81,26449.8,-33539.9
3.275,186.424,21.5949,16.2177,15.708,0.999597,-0.424511,-0.595515,-1.043,0.327108,12695.8,150317,80057.2,4624.21,30207.8,-31538.5
3.3,185.384,20.2129,15.6185,15.708,0.999813,0.289804,-0.725923,-0.964818,-0.418341,14386.3,153762,43381,4983.87,34051.8,-30453.9
3.325,184.216,18.9066,13.9959,15.708,0.99775,0.98768,-0.815511,-0.911973,-1.13279,19935.6,196876,12957.2,5482.26,38973.7,-30130
3.35,182.982,17.6321,11.449,15.708,0.993413,1.62953,-0.861442,-0.889767,-1.77804,27768,273199,13786,6176.45,45803.7,-29785.3
3.375,181.746,16.3474,8.12761,15.708,0.986811,2.17895,-0.862464,-0.896865,-2.31877,35107.2,362473,64790.9,7054.13,54865.5,-28165.6
3.4,180.572,15.0211,4.2239,15.708,0.977961,2.60478,-0.820028,-0.925941,-2.7253,38770.6,435702,171335,8023.4,65758.1,-23882.2
3.425,179.513,13.638,-0.0388809,15.708,0.966881,2.88285,-0.739137,-0.965621,-2.97598,36219.9,464074,321617,8928.9,77359.9,-15841.8
3.45,178.613,12.2009,-4.42014,15.708,0.953598,2.9974,-0.628435,-1.00328,-3.05869,26509.6,428974,488933,9591.64,88084.3,-3618.46
3.475,177.898,10.7285,-8.67603,15.708,0.938141,2.94193,-0.499339,-1.02791,-2.97117,10747.3,329325,639836,9860.32,96317.4,12377.5
3.5,177.376,9.24978,-12.5728,15.708,0.920545,2.71958,-0.36449,-1.03235,-2.72047,-8196,182898,745764,9655.42,100890,31021.6
3.525,177.038,7.79701,-15.8987,15.708,0.900852,2.34297,-0.235982,-1.01423,-2.32188,-26704.5,20214,793767,8987.81,101395,50865.7
3.55,176.86,6.39962,-18.4739,15.708,0.879105,1.83346,-0.123869,-0.975561,-1.79783,-41824.1,-127273,791716,7942.2,98213.4,70658.6
3.575,176.81,5.07977,-20.1595,15.708,0.855354,1.21995,-0.0352584,-0.92143,-1.17677,-52504.2,-240324,765173,6629.6,92205.3,89788
3.6,176.847,3.85063,-20.8643,15.708,0.829654,0.537241,0.0259782,-0.8581,-0.492031,-60130.3,-320983,746403,5126.34,84180.7,108448
3.625,176.931,2.71712,-20.5498,15.708,0.802063,-0.175942,0.0589911,-0.791343,0.219537,-68054.5,-393328,759325,3424.98,74347.5,127431
3.65,177.025,1.67822,-19.233,15.708,0.772644,-0.879144,0.0654728,-0.725287,0.919292,-80205.5,-494691,806210,1419.84,61980.2,147586
3.675,177.096,0.729943,-16.9859,15.708,0.741463,-1.53248,0.0491096,-0.662023,1.5688,-99235.2,-659736,861806,-1061.04,45486.8,169132
3.7,177.117,-0.13225,-13.932,15.708,0.708593,-2.09889,0.0150748,-0.601925,2.13198,-124888,-902861,878398,-4183.25,22915.3,191092
3.725,177.073,-0.912126,-10.2405,15.708,0.674107,-2.54624,-0.0304459,-0.544455,2.5772,-153306,-1.20583e+06,801604,-8015.89,-7230.36,211132
3.75,176.958,-1.61279,-6.11633,15.708,0.638085,-2.84916,-0.0807709,-0.489156,2.87919,-177726,-1.51679e+06,592453,-12459,-45150.1,225943
3.775,176.773,-2.23796,-1.78974,15.708,0.600609,-2.99047,-0.129334,-0.436448,3.02052,-190584,-1.76347e+06,247710,-17223.6,-89236.8,232136
3.8,176.529,-2.79371,2.4971,15.708,0.561764,-2.96215,-0.170352,-0.38799,2.99278,-186406,-1.87787e+06,-190598,-21883.8,-136184,227371
3.825,176.243,-3.28998,6.50367,15.708,0.521638,-2.76581,-0.199407,-0.346459,2.79712,-164407,-1.82423e+06,-642827,-25994,-181789,211300
3.85,175.937,-3.74096,10.0049,15.708,0.480323,-2.41259,-0.21376,-0.314849,2.44431,-129627,-1.61879e+06,-1.01662e+06,-29234.6,-222259,185885
3.875,175.633,-4.16428,12.804,15.708,0.437914,-1.92251,-0.212312,-0.29553,1.95413,-91830.9,-1.33145e+06,-1.24151e+06,-31530.4,-255545,154847
3.9,175.353,-4.57875,14.7438,15.708,0.394506,-1.32338,-0.195241,-0.289356,1.35422,-62295.2,-1.06553e+06,-1.30018e+06,-33087.8,-282184,122342
3.925,175.119,-5.00145,15.7155,15.708,0.350199,-0.649192,-0.163536,-0.295098,0.678393,-49469.6,-920874,-1.24313e+06,-34324.5,-305205,91263.9
3.95,174.949,-5.44449,15.6649,15.708,0.305094,0.0618246,-0.118662,-0.3093,-0.0353366,-55105.7,-952733,-1.17851e+06,-35702.2,-329024,61801.2
3.975,174.859,-5.9123,14.595,15.708,0.259294,0.769334,-0.062532,-0.326594,-0.746933,-72414.1,-1.14169e+06,-1.23782e+06,-37512.5,-357566,30855.8
4,174.862,-6.39993,12.5659,15.708,0.212902,1.4332,0.00219664,-0.34043,-1.41654,-87231.8,-1.38779e+06,-1.52713e+06,-39693.3,-392261,-7322.5
4.025,174.965,-6.89285,9.69166,15.708,0.166026,2.01578,0.07168,-0.344121,-2.00661,-82219.3,-1.53457e+06,-2.07999e+06,-41748.8,-430625,-59322.2
4.05,175.166,-7.36851,6.13388,15.708,0.11877,2.48401,0.140567,-0.332075,-2.4838,-43014.4,-1.41914e+06,-2.8299e+06,-42824.2,-466103,-130070
4.075,175.456,-7.79959,2.09339,15.708,0.0712445,2.81135,0.202096,-0.300953,-2.82079,35654.3,-933710,-3.6167e+06,-41932.8,-489446,-220487
4.1,175.812,-8.15833,-2.20064,15.708,0.0235563,2.97921,0.248766,-0.250445,-2.9978,146297,-76840.3,-4.23065e+06,-38275.4,-491367,-326254
4.125,176.204,-8.42096,-6.50346,15.708,-0.0241857,2.97809,0.27353,-0.18335,-3.00394,269389,1.02832e+06,-4.48405e+06,-31540.7,-465659,-438355
4.15,176.592,-8.57107,-10.5688,15.708,-0.0718725,2.80804,0.27122,-0.104799,-2.83816,379025,2.16243e+06,-4.28609e+06,-22065,-411598,-545507
4.175,176.936,-8.60085,-14.1636,15.708,-0.119396,2.47871,0.239757,-0.0207873,-2.50963,452035,3.0816e+06,-3.69054e+06,-10764.1,-334558,-637771
4.2,177.195,-8.50982,-17.0819,15.708,-0.166646,2.00877,0.180787,0.0635472,-2.03735,477327,3.60931e+06,-2.89216e+06,1169.03,-244326,-710075
4.225,177.337,-8.30169,-19.1575,15.708,-0.213517,1.4249,0.0995825,0.145301,-1.44903,461648,3.71388e+06,-2.16585e+06,12710.2,-151479,-764221
4.25,177.344,-7.98034,-20.2737,15.708,-0.259902,0.760202,0.0043691,0.224349,-0.779297,428998,3.53831e+06,-1.76602e+06,23435.2,-63020.9,-808371
4.275,177.208,-7.54652,-20.3704,15.708,-0.305694,0.0523821,-0.0946214,0.302859,-0.06747,413187,3.36537e+06,-1.82113e+06,33764.8,21113.4,-853900
