Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0.000000,0.000000,5.729578,0.000000,900.000000,57.295780,0.000000,0.000000,57.295780,0.000000,100.766023,0.000000,-5.430595,10.076602,0.000000,-0.543059
0.100000,2.353857,11.107523,14.287484,900.000000,56.254002,140.307012,23.538572,53.779455,142.874843,98.925989,11.579783,5.397509,19.969201,1.157978,-0.003309
0.200000,7.981263,15.031025,31.337324,900.000000,53.166554,162.101231,56.274054,39.235013,170.498398,92.144451,4.246129,18.721255,29.183646,1.582591,1.868817
0.300000,14.669514,18.865287,37.113430,900.000000,48.145711,46.973784,66.882518,38.342626,57.761059,75.786222,-1.582136,15.123482,36.762269,1.424378,3.381165
0.400000,21.807273,26.069478,27.358172,900.000000,41.374054,-107.830898,71.377584,72.041911,-97.552576,42.337695,2.630572,18.565916,40.996038,1.687435,5.237757
0.500000,39.386442,37.123542,11.644366,900.000000,33.097834,-171.554309,175.791690,110.540636,-157.138062,8.956216,-6.552772,23.805519,41.891660,1.032158,7.618309
0.600000,105.889737,45.712339,10.291558,900.000000,23.618015,-90.371346,665.032953,85.887967,-13.528082,2.461643,-12.337420,12.334129,42.137824,-0.201584,8.851722
0.700000,155.482399,40.592528,5.233193,900.000000,13.279330,67.145369,495.926618,-51.198112,-50.583648,-0.444477,-1.171100,10.470165,42.093376,-0.318694,9.898738
0.800000,165.106965,35.156612,-14.739677,900.000000,2.457743,167.946564,96.245662,-54.359159,-199.728707,-15.892287,-3.266394,20.821116,40.504148,-0.645334,11.980850
0.900000,169.561892,33.317742,-29.934768,900.000000,-8.453219,126.888730,44.549270,-18.388692,-151.950907,-15.123925,-13.138592,13.881038,38.991755,-1.959193,13.368953
1.000000,177.207344,35.427926,-27.597824,900.000000,-19.056781,-21.347909,76.454523,21.101836,23.369445,-7.231573,-4.402135,7.499449,38.268598,-2.399407,14.118898
1.100000,185.599520,37.689642,-8.565847,900.000000,-28.967345,-151.552660,83.921756,22.617162,190.319764,-17.275299,-0.335583,18.471643,36.541068,-2.432965,15.966063
1.200000,188.455989,39.452686,11.582112,900.000000,-37.824515,-153.745782,28.564692,17.630443,201.479592,-21.653695,-10.986451,18.671677,34.375698,-3.531610,17.833230
1.300000,183.582835,43.722316,15.600755,900.000000,-45.306201,-26.074817,-48.731546,42.696296,40.186429,-15.221675,-10.121508,12.112271,32.853531,-4.543761,19.044457
1.400000,175.250580,48.273549,-2.556696,900.000000,-51.140331,123.620703,-83.322544,45.512334,-181.574510,-20.648729,-9.413811,17.716854,30.788658,-5.485142,20.816143
1.500000,171.177972,51.269201,-29.788520,900.000000,-55.114750,168.897814,-40.726081,29.956512,-272.318241,-19.227049,-20.799398,12.239031,28.865953,-7.565082,22.040046
1.600000,173.808630,56.205497,-42.757694,900.000000,-57.084926,71.512407,26.306580,49.362965,-129.691738,-3.874628,-15.530574,-1.481840,28.478490,-9.118139,21.891862
1.700000,176.243154,61.228287,-25.580487,900.000000,-56.979216,-86.277217,24.345239,50.227898,171.772069,-7.638958,-1.591108,7.142530,27.714595,-9.277250,22.606115
1.800000,163.131125,63.290595,10.572016,900.000000,-54.801463,-171.191267,-131.120291,20.623079,361.525033,-20.033145,-8.871524,17.123125,25.711280,-10.164402,24.318427
