Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0.800000,130.738898,23.390985,-1.126067,900.000000,2.457743,167.946564,287.360718,-134.956676,-110.147969,71.678480,5.046792,-27.853817,70.561120,-8.314974,-1.723752
0.825000,136.090897,20.283008,-4.317978,900.000000,-0.277174,171.837059,214.079984,-124.319067,-127.676436,74.028986,11.716432,-26.241009,72.411845,-8.022063,-2.379777
0.850000,140.172189,17.575252,-7.641457,900.000000,-3.011458,165.980441,163.251662,-108.310261,-132.939188,75.303709,17.290505,-22.089166,74.294438,-7.589801,-2.932006
0.875000,143.405416,15.361243,-10.823195,900.000000,-5.738879,150.708916,129.329102,-88.560365,-127.269518,74.765360,20.626327,-16.355373,76.163571,-7.074143,-3.340891
0.900000,146.096203,13.705426,-13.626497,900.000000,-8.453219,126.888730,107.631449,-66.232686,-112.132047,72.294585,21.320585,-10.461507,77.970936,-6.541128,-3.602428
0.925000,148.468236,12.645773,-15.852655,900.000000,-11.148292,95.871035,94.881324,-42.386102,-89.046330,68.427667,19.834137,-5.790254,79.681628,-6.045275,-3.747185
0.950000,150.692780,12.192151,-17.343405,900.000000,-13.817955,59.415248,88.981757,-18.144884,-59.630021,64.153665,17.304024,-3.204247,81.285469,-5.612674,-3.827291
0.975000,152.907450,12.323423,-17.983947,900.000000,-16.456122,19.589250,88.586800,5.250895,-25.621676,60.551271,15.122720,-2.756035,82.799251,-5.234606,-3.896192
1.000000,155.223418,12.985207,-17.705549,900.000000,-19.056781,-21.347909,92.638738,26.471344,11.135937,58.386504,14.440882,-3.689240,84.258914,-4.873584,-3.988423
1.025000,157.722257,14.090048,-16.487514,900.000000,-21.614004,-61.074150,99.953570,44.193659,48.721380,57.803857,15.761074,-4.728052,85.704010,-4.479557,-4.106624
