Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0,0,5.729578,0,900,57.29578,0,0,57.29578,0,100.766023,0,-5.430595,10.076602,0,-0.543059
0.1,2.353857,11.107523,14.287484,900,56.254002,140.307012,23.538572,53.779455,142.874843,98.925989,11.579783,5.397509,19.969201,1.157978,-0.003309
0.2,7.981263,15.031025,31.337324,900,53.166554,162.101231,56.274054,39.235013,170.498398,92.144451,4.246129,18.721255,29.183646,1.582591,1.868817
0.3,14.669514,18.865287,37.11343,900,48.145711,46.973784,66.882518,38.342626,57.761059,75.786222,-1.582136,15.123482,36.762269,1.424378,3.381165
0.4,21.807273,26.069478,27.358172,900,41.374054,-107.830898,71.377584,72.041911,-97.552576,42.337695,2.630572,18.565916,40.996038,1.687435,5.237757
0.5,39.386442,37.123542,11.644366,900,33.097834,-171.554309,175.79169,110.540636,-157.138062,8.956216,-6.552772,23.805519,41.89166,1.032158,7.618309
0.6,105.889737,45.712339,10.291558,900,23.618015,-90.371346,665.032953,85.887967,-13.528082,2.461643,-12.33742,12.334129,42.137824,-0.201584,8.851722
0.7,155.482399,40.592528,5.233193,900,13.27933,67.145369,495.926618,-51.198112,-50.583648,-0.444477,-1.1711,10.470165,42.093376,-0.318694,9.898738
0.8,165.106965,35.156612,-14.739677,900,2.457743,167.946564,96.245662,-54.359159,-199.728707,-15.892287,-3.266394,20.821116,40.504148,-0.645334,11.98085
0.9,169.561892,33.317742,-29.934768,900,-8.453219,126.88873,44.54927,-18.388692,-151.950907,-15.123925,-13.138592,13.881038,38.991755,-1.959193,13.368953
1,177.207344,35.427926,-27.597824,900,-19.056781,-21.347909,76.454523,21.101836,23.369445,-7.231573,-4.402135,7.499449,38.268598,-2.399407,14.118898
1.1,185.59952,37.689642,-8.565847,900,-28.967345,-151.55266,83.921756,22.617162,190.319764,-17.275299,-0.335583,18.471643,36.541068,-2.432965,15.966063
