Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0.412500,12.709777,21.283022,31.714277,900.000000,40.416120,-123.003719,28.653560,66.133616,-119.124816,90.029418,-30.158691,8.703596,41.170883,-2.917978,5.290010
0.425000,13.046052,22.143542,30.043074,900.000000,39.435152,-136.426027,26.901995,68.841562,-133.696245,89.233161,-31.943199,6.596636,42.286297,-3.317268,5.372468
0.437500,13.366281,23.033510,28.212383,900.000000,38.431711,-147.906804,25.618287,71.197445,-146.455223,88.537108,-33.486019,3.979648,43.393011,-3.735843,5.422213
0.450000,13.678576,23.947729,26.247261,900.000000,37.406367,-157.282662,24.983624,73.137560,-157.209801,87.989713,-34.628951,0.906201,44.492882,-4.168705,5.433541
0.462500,13.993728,24.880426,24.174968,900.000000,36.359705,-164.420172,25.212135,74.615778,-165.783458,87.631855,-35.233660,-2.519919,45.588281,-4.609126,5.402042
0.475000,14.325667,25.825484,22.024763,900.000000,35.292321,-169.217755,26.555144,75.604615,-172.016359,87.492692,-35.197189,-6.152922,46.681939,-5.049091,5.325130
0.487500,14.691987,26.776667,19.827673,900.000000,34.204824,-171.607135,29.305622,76.094665,-175.767233,87.586334,-34.464094,-9.817921,47.776768,-5.479892,5.202406
0.500000,15.114523,27.727818,17.616223,900.000000,33.097834,-171.554309,33.802911,76.092076,-176.915940,87.909739,-33.033852,-13.327241,48.875640,-5.892815,5.035816
0.512500,15.619995,28.672991,15.424139,900.000000,31.971981,-169.060029,40.437746,75.613773,-175.366753,88.442120,-30.962708,-16.498407,49.981167,-6.279849,4.829586
0.525000,16.240713,29.606493,13.285985,900.000000,30.827907,-164.159790,49.657399,74.680223,-171.052345,89.146033,-28.359699,-19.171923,51.095492,-6.634345,4.589937
0.537500,17.015342,30.522814,11.236753,900.000000,29.666264,-156.923331,61.970317,73.305628,-163.938527,89.970114,-25.377272,-21.226930,52.220119,-6.951561,4.324600
0.550000,17.989701,31.416383,9.311378,900.000000,28.487714,-147.453635,77.948748,71.485554,-154.030000,90.853264,-22.197446,-22.593119,53.355784,-7.229029,4.042186
0.562500,19.217529,32.281161,7.544155,900.000000,27.292929,-135.885471,98.226198,69.182241,-141.377813,91.729885,-19.014951,-23.257657,54.502408,-7.466716,3.751465
0.575000,20.761077,33.110013,5.968031,900.000000,26.082590,-122.383469,123.483877,66.308163,-126.089919,92.535669,-16.019061,-23.266437,55.659104,-7.666954,3.460635
0.587500,22.691277,33.893876,4.613692,900.000000,24.857385,-107.139781,154.416019,62.709014,-108.347148,93.213345,-13.375896,-22.719553,56.824271,-7.834153,3.176641
0.600000,25.087004,34.620731,3.508343,900.000000,23.618015,-90.371346,191.658103,58.148422,-88.427927,93.717820,-11.212916,-21.761541,57.995743,-7.974315,2.904621
0.612500,28.032697,35.274464,2.674024,900.000000,22.365185,-72.316802,235.655452,52.298658,-66.745546,94.020219,-9.607081,-20.567385,59.170996,-8.094403,2.647529
0.625000,31.613274,35.833773,2.125269,900.000000,21.099608,-53.233090,286.446198,44.744682,-43.900394,94.110446,-8.577797,-19.325717,60.347377,-8.201625,2.405958
0.637500,35.905042,36.271434,1.865970,900.000000,19.822007,-33.391797,343.341447,35.012888,-20.743904,93.998062,-8.085351,-18.220824,61.522352,-8.302692,2.178197
0.650000,40.961584,36.554422,1.885499,900.000000,18.533109,-13.075293,404.523355,22.639008,1.562311,93.711420,-8.035000,-17.415100,62.693745,-8.403130,1.960508
0.662500,46.794922,36.645507,2.154632,900.000000,17.233649,7.427290,466.666992,7.286840,21.530612,93.295161,-8.286352,-17.033506,63.859935,-8.506709,1.747590
0.675000,53.355140,36.506914,2.622580,900.000000,15.924367,27.824173,524.817503,-11.087462,37.435841,92.806293,-8.667158,-17.151423,65.020013,-8.615049,1.533197
0.687500,60.515636,36.106072,3.217159,900.000000,14.606011,47.825080,572.839616,-32.067319,47.566360,92.309184,-8.990175,-17.787006,66.173878,-8.727426,1.310859
0.700000,68.073555,35.422463,3.850053,900.000000,13.279330,67.145369,604.633579,-54.688776,50.631554,91.869887,-9.071542,-18.898837,67.322252,-8.840820,1.074624
0.712500,75.771912,34.453378,4.427488,900.000000,11.945081,85.510087,615.868541,-77.526733,46.194741,91.550219,-8.748934,-20.389236,68.466629,-8.950182,0.819758
0.725000,83.340021,33.216194,4.863801,900.000000,10.604024,102.657879,605.448719,-98.974782,34.905089,91.402116,-7.897837,-22.113067,69.609156,-9.048905,0.543345
0.737500,90.538234,31.746008,5.093365,900.000000,9.256925,118.344707,575.856996,-117.614868,18.365109,91.462719,-6.444412,-23.891341,70.752440,-9.129460,0.244703
0.750000,97.190389,30.089713,5.076952,900.000000,7.904549,132.347326,532.172403,-132.503571,-1.313035,91.750660,-4.373697,-25.528362,71.899323,-9.184131,-0.074401
0.762500,103.195271,28.298952,4.801617,900.000000,6.547669,144.466460,480.390612,-143.260883,-22.026851,92.263954,-1.732261,-26.830769,73.052623,-9.205784,-0.409786
0.775000,108.519442,26.424251,4.275963,900.000000,5.187058,154.529637,425.933650,-149.976099,-42.052328,92.979761,1.375106,-27.626591,74.214870,-9.188596,-0.755118
