Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0.000000,0.000000,11.459156,0.000000,900.000000,57.295780,0.000000,0.000000,57.295780,0.000000,99.302032,0.000000,-6.131974,19.860406,0.000000,-1.226395
0.200000,14.633278,18.788811,34.552096,900.000000,53.166554,162.101231,73.166388,36.648278,172.760482,93.840849,10.644419,12.753486,38.628576,2.128884,1.324302
0.400000,42.296632,34.747564,16.332229,900.000000,41.374054,-107.830898,138.316769,79.793762,-91.099334,47.388625,15.175986,0.768564,48.106301,5.164081,1.478015
0.600000,152.653836,46.100168,25.055304,900.000000,23.618015,-90.371346,551.786023,56.763021,43.615375,6.166324,10.628065,7.976965,49.339566,7.289694,3.073408
0.800000,171.318796,41.028369,-10.779216,900.000000,2.457743,167.946564,93.324798,-25.358994,-179.172601,11.451525,9.498712,-14.574429,51.629871,9.189437,0.158522
1.000000,169.749546,44.588159,-5.056519,900.000000,-19.056781,-21.347909,-7.846249,17.798947,28.613486,3.461920,0.496891,-2.431897,52.322255,9.288815,-0.327857
1.200000,131.055024,47.736232,29.291189,900.000000,-37.824515,-153.745782,-193.472609,15.740369,171.738539,17.543583,-7.923871,-15.071440,55.830972,7.704041,-3.342145
1.400000,226.860231,39.967097,8.913477,900.000000,-51.140331,123.620703,479.026036,-38.845679,-101.888560,12.430598,-16.407355,-1.465798,58.317091,4.422570,-3.635305
1.600000,209.603321,48.808342,-0.012173,900.000000,-57.084926,71.512407,-86.284549,44.206226,-44.628248,12.412291,-6.777457,-9.881906,60.799550,3.067078,-5.611686
1.800000,159.057281,46.254665,35.209953,900.000000,-54.801463,-171.191267,-252.730204,-12.768384,176.110629,-10.173247,-3.982763,15.966652,58.764900,2.270526,-2.418356
2.000000,174.083160,51.414117,25.354733,900.000000,-44.619072,42.365248,75.129397,25.797261,-49.276100,-9.673319,2.854755,9.743617,56.830236,2.841477,-0.469632
2.200000,190.553657,51.026358,-21.196631,900.000000,-28.005416,143.009601,82.352486,-1.938795,-232.756820,-15.266704,1.181355,18.307878,53.776896,3.077747,3.191943
2.400000,194.549972,49.063588,20.565669,900.000000,-7.355140,-137.496257,19.981575,-9.813851,208.811499,-6.205633,12.671449,-3.318057,52.535769,5.612037,2.528332
2.600000,194.071405,46.562431,33.039002,900.000000,14.355286,-51.546107,-2.392835,-12.505783,62.366665,-7.574094,6.854703,3.539725,51.020950,6.982978,3.236277
2.800000,225.768885,39.829139,1.133873,900.000000,33.996582,171.785096,158.487400,-33.666460,-159.525643,9.312520,6.706568,-17.241058,52.883454,8.324292,-0.211934
3.000000,192.871444,29.655823,9.321815,900.000000,48.737707,-62.726568,-164.487209,-50.866581,40.939711,11.250153,-3.951792,-10.762076,55.133485,7.533933,-2.364350
3.200000,189.529429,13.850590,34.708825,900.000000,56.453918,-130.058935,-16.710074,-79.026163,126.935051,12.778772,2.219139,-18.113284,57.689239,7.977761,-5.987006
3.400000,181.625792,5.120080,3.595952,900.000000,56.033023,149.242701,-39.518186,-43.652551,-155.564367,0.984281,-10.531480,8.195542,57.886095,5.871465,-4.347898
3.600000,181.539296,-4.230288,-2.803128,900.000000,47.535687,30.781623,-0.432477,-46.751838,-31.995400,2.899409,-9.123230,4.475829,58.465977,4.046819,-3.452732
3.800000,176.739781,-10.443608,31.486427,900.000000,32.186693,-169.718857,-23.997573,-31.066599,171.447773,-3.766162,-14.162238,16.950355,57.712745,1.214371,-0.062661
4.000000,178.615532,-13.589041,14.814038,900.000000,12.198401,82.116574,9.378754,-15.727166,-83.361946,-6.691597,4.540314,4.443423,56.374425,2.122434,0.826023
4.200000,184.628474,-11.126847,-8.706364,900.000000,-9.548134,115.094324,30.064707,12.310966,-117.602005,-12.168718,2.242323,13.451916,53.940682,2.570899,3.516407
4.400000,181.059123,-6.725019,23.697935,900.000000,-29.918428,-158.678142,-17.846753,22.009141,162.021491,-4.246258,14.401254,-7.742075,53.091430,5.451149,1.967992
4.600000,181.115691,2.431672,25.787017,900.000000,-45.976365,-9.540490,0.282841,45.783457,10.445410,-1.809022,8.690991,-5.528220,52.729626,7.189348,0.862348
4.800000,176.954110,13.135720,-7.704116,900.000000,-55.407400,165.024544,-20.807906,53.520239,-167.455665,1.066815,16.372531,-15.721795,52.942989,10.463854,-2.282011
5.000000,183.165419,24.397369,13.592639,900.000000,-56.852171,-100.235017,31.056545,56.308243,106.483775,4.387120,-6.624552,0.448023,53.820413,9.138943,-2.192407
5.200000,185.419588,32.730489,36.926665,900.000000,-50.102432,-98.347494,11.270843,41.665603,116.670133,13.041842,-8.565407,-8.746395,56.428781,7.425862,-3.941686
5.400000,177.730405,36.754662,-4.110986,900.000000,-36.131071,165.656473,-38.445911,20.120863,-205.188259,12.160590,-20.129568,3.435261,58.860899,3.399948,-3.254634
5.600000,178.815125,40.129723,-1.069214,900.000000,-16.951880,-11.848377,5.423597,16.875305,15.208863,2.558571,-4.015297,0.468224,59.372613,2.596889,-3.160989
5.800000,180.573920,34.926419,37.697942,900.000000,4.670706,-157.774848,8.793975,-26.016520,193.835780,-4.947292,-10.339808,15.414251,58.383155,0.528927,-0.078139
6.000000,175.325277,27.902447,10.919909,900.000000,25.620070,116.801334,-26.243212,-35.119858,-133.890167,-9.479517,9.586762,3.080045,56.487252,2.446280,0.537870
6.200000,175.032045,17.994518,-5.645634,900.000000,42.876630,80.077765,-1.466161,-49.539647,-82.827714,-12.516644,8.182987,8.214444,53.983923,4.082877,2.180759
6.400000,183.083289,7.155948,29.240486,900.000000,53.953075,-170.069637,40.256218,-54.192848,174.430598,-14.617143,21.199771,-1.950643,51.060494,8.322831,1.790630
6.600000,182.649409,-3.981423,22.101248,900.000000,57.252877,33.053773,-2.169398,-55.686856,-35.696190,-1.053543,-0.419194,1.728485,50.849786,8.238992,2.136328
6.800000,189.446844,-11.667127,-8.662565,900.000000,52.300414,148.082030,33.987173,-38.428520,-153.819063,10.100184,3.649252,-16.061028,52.869822,8.968843,-1.075878
7.000000,191.450502,-24.139185,17.129568,900.000000,39.809517,-131.558999,10.018289,-62.360290,128.960663,16.852407,-11.384787,-10.698930,56.240304,6.691885,-3.215664
7.200000,221.847199,-32.504169,27.901910,900.000000,21.580591,-60.568044,151.983486,-41.824922,53.861713,8.946458,-1.512513,-10.061823,58.029595,6.389383,-5.228029
7.400000,276.785599,-0.367811,19.888349,900.000000,0.241100,171.849294,274.691999,160.681789,-40.067804,8.861449,-17.437616,6.066046,59.801885,2.901860,-4.014820
7.600000,295.228738,-11.719045,21.549396,900.000000,-21.133143,-53.747336,92.215695,-56.756166,8.305233,-3.111842,-0.016442,4.043631,59.179517,2.898571,-3.206093
7.800000,349.382471,-33.893098,3.904075,900.000000,-39.461315,-136.096182,270.768666,-110.870265,-88.226608,-9.050383,-4.498268,16.068979,57.369440,1.998918,0.007702
8.000000,350.124251,-39.420035,41.448236,900.000000,-52.101645,144.279490,3.708902,-27.634686,187.720807,-18.541785,11.952095,12.646325,53.661083,4.389337,2.536968
8.200000,347.225269,-50.254660,52.995247,900.000000,-57.232193,40.120434,-14.494909,-54.173125,57.735057,-5.094743,-2.289440,9.110667,52.642134,3.931449,4.359101
8.400000,253.554351,-59.825675,97.006653,900.000000,-54.113456,-170.967889,-468.354592,-47.855074,220.057027,-2.984995,14.296886,-10.831932,52.045135,6.790826,2.192714
8.600000,226.590757,-59.463189,81.748540,900.000000,-43.194959,73.608628,-134.817973,1.812427,-76.290564,6.636191,3.197213,-12.098783,53.372374,7.430268,-0.227042
8.800000,340.114951,-51.894718,77.584282,900.000000,-26.050465,122.002903,567.620972,37.842357,-20.821292,2.408341,10.575944,-13.885301,53.854042,9.545457,-3.004102
9.000000,208.769913,-55.224878,88.543826,900.000000,-5.151130,-154.765832,-656.725190,-16.650801,54.797724,14.514114,-12.731846,-6.746917,56.756865,6.999088,-4.353486
9.200000,379.249747,-57.146627,83.679091,900.000000,16.490673,-19.051565,852.399168,-9.608746,-24.323678,4.799570,-2.197452,-4.308859,57.716779,6.559597,-5.215258
9.400000,8729.290404,-53.520842,-640.967581,900.000000,35.755558,167.439069,41750.203287,18.128928,-3623.233358,5.173725,-16.077280,9.842201,58.751524,3.344142,-3.246817
9.600000,8705.376393,-52.648852,-639.586313,900.000000,49.866739,-92.330101,-119.570057,4.359950,6.906341,-7.715726,-3.212748,13.817541,57.208379,2.701592,-0.483309
9.800000,8630.276987,-47.819091,-634.172425,900.000000,56.790270,-106.020425,-375.497029,24.148804,27.069439,1.219491,-12.365850,10.938825,57.452277,0.228422,1.704456
10.000000,8630.131359,-31.059227,-594.862454,900.000000,55.528214,162.855647,-0.728139,83.799322,196.549852,-11.742665,14.399147,1.358171,55.103744,3.108251,1.976090
10.200000,8637.510256,-21.909842,-596.129585,900.000000,46.262479,-2.312315,36.894484,45.746921,-6.335653,-6.780745,9.346382,-0.313151,53.747595,4.977528,1.913460
10.400000,8645.655664,-14.333674,-629.785467,900.000000,30.328603,-161.317478,40.727039,37.880842,-168.279409,-12.376238,19.991895,-3.916786,51.272347,8.975907,1.130102
10.600000,8638.860052,-13.001702,-607.163675,900.000000,10.023248,109.621855,-33.978056,6.659859,113.108960,7.954650,-1.617092,-9.374834,52.863277,8.652488,-0.744864
10.800000,8636.451235,-14.577835,-588.867753,900.000000,-11.726829,88.396236,-12.044085,-7.880665,91.479609,2.946288,5.974489,-10.183124,53.452534,9.847386,-2.781489
11.000000,8645.474185,-20.064666,-624.384774,900.000000,-31.786635,-168.423664,45.114750,-27.434153,-177.585106,15.066403,-16.188993,-4.374791,56.465815,6.609587,-3.656447
11.200000,8640.360039,-29.689377,-619.571451,900.000000,-47.264805,23.640390,-25.570734,-48.123557,24.066615,6.374802,-10.020637,1.512910,57.740776,4.605460,-3.353866
11.400000,8634.279131,-37.543627,-581.389910,900.000000,-55.930362,152.697907,-30.404539,-39.271249,190.907706,14.596607,-20.159913,0.802635,60.660097,0.573477,-3.193339
11.600000,8629.971498,-45.705192,-616.062494,900.000000,-56.534275,-125.216129,-21.538162,-40.807825,-173.362922,-9.589515,6.428679,6.885970,58.742194,1.859213,-1.816145
11.800000,8608.761371,-52.344552,-633.983630,900.000000,-48.989500,-69.403243,-106.050639,-33.196803,-89.605676,-9.255907,1.838315,11.152227,56.891013,2.226876,0.414301
12.000000,8692.038177,-40.861920,-600.514242,900.000000,-34.383517,171.383663,416.384032,57.413162,167.346940,-20.639554,16.604094,12.219237,52.763102,5.547695,2.858148
12.200000,8651.693236,-40.531370,-608.084351,900.000000,-14.821593,-44.602395,-201.724704,1.652749,-37.850547,-1.950152,3.609254,-1.008119,52.373071,6.269546,2.656524
